id,own,competing2,competing3,borrowertype,accepted,default,profit
109204,,,,0,0,0,
109205,,.53231049,,1,0,1,
109206,.30145982,,.17441915,0,0,0,
109207,.19970138,,.39796361,2,1,0,1997.0138
109208,.36367264,,.17992806,1,0,0,
109209,.37640175,,.58752477,0,1,1,-10000
109210,,.527367,,2,0,1,
109211,,.30943397,.64696521,0,0,0,
109212,.44420317,.25368264,.2359,1,0,0,
109213,,.27637371,.068999998,0,0,0,
109214,,.48674566,,1,0,1,
109215,,,,0,0,1,
109216,,.40161562,.27455708,0,0,0,
109217,,.32444271,.39825577,0,0,0,
109218,.307592,.20999999,.19688366,0,0,0,
109219,.034020912,.059999999,.0058488147,0,0,0,
109220,,.50170445,.27747482,0,0,1,
109221,,,,0,0,1,
109222,.66389865,,.28236446,0,0,0,
109223,.89283752,,.3489657,0,0,0,
109224,.81845808,,.50372356,1,0,1,
109225,.059978127,.095270127,.082000002,1,1,0,599.78125
109226,.58040643,,.113,3,0,0,
109227,.32199538,.17389368,.19516215,2,0,0,
109228,.53329092,.3005912,,0,0,0,
109229,.13552946,.059999999,.1521,0,0,0,
109230,,.11783055,.24328198,0,0,1,
109231,.307592,.20999999,.2042,3,0,0,
109232,.21839412,.89670843,,3,1,0,2183.9412
109233,.77083468,,,2,1,0,7708.3467
109234,,.20284338,.37929943,0,0,0,
109235,.18732952,.20149551,.32389531,0,1,0,1873.2952
109236,.37794939,.20106438,.25220001,0,0,0,
109237,.89371622,.41,.30599973,1,0,1,
109238,.80026525,,,1,1,0,8002.6523
109239,.16328306,,.22047544,0,1,0,1632.8307
109240,.098049842,.19820221,.17086543,0,1,0,980.49841
109241,.40332484,,.2008023,2,0,0,
109242,.42404932,,.32034689,0,0,1,
109243,.12638605,.066695921,.18436094,2,0,0,
109244,,.23873894,.20333077,0,0,1,
109245,.72902018,.31407285,.22490001,0,0,0,
109246,.10302497,.31029415,.116,0,1,0,1030.2498
109247,.32061714,.66283125,.107,0,0,0,
109248,.085887939,.1132779,.1868,1,1,0,858.87939
109249,,.42354894,,0,0,1,
109250,.76677877,.40606663,,0,0,0,
109251,.90063566,.12422624,.23810001,0,0,1,
109252,.22673874,,.21108162,0,0,0,
109253,.19544306,.086455911,,0,0,0,
109254,,.26195103,.18089999,0,0,1,
109255,,.26634669,.1876063,0,0,0,
109256,.61941057,,,0,1,0,6194.106
109257,,,.48743367,0,0,0,
109258,.64896166,.23810504,,0,0,0,
109259,.36929926,,,2,1,0,3692.9927
109260,.42046535,.33891144,.32690749,0,0,0,
109261,.71593779,,.53928828,0,0,0,
109262,.062279824,,.16405584,0,1,0,622.79822
109263,.095822632,,.098999999,0,1,0,958.22632
109264,.43962684,.16689327,.29416689,1,0,0,
109265,.10218765,.1171797,.079999998,0,0,0,
109266,.40575498,,,2,1,0,4057.5498
109267,.13220938,.22362505,.2457,0,1,0,1322.0938
109268,.13153352,.11243072,.22202122,0,0,0,
109269,,,.2906,0,0,1,
109270,.30696154,.19814411,.27222672,0,0,0,
109271,,,.38236305,0,0,0,
109272,,.31208673,.44835603,0,0,0,
109273,.63226956,,,0,1,0,6322.6958
109274,,,,0,0,1,
109275,.88536566,.45779473,.49502158,0,0,0,
109276,.95393085,.16692916,,0,0,0,
109277,,,,0,0,0,
109278,.24134822,.06193554,.105,3,0,0,
109279,.68203455,.6330834,,0,0,0,
109280,.082989164,.02,.17839999,0,0,0,
109281,.27354822,.23772183,.30700001,0,0,0,
109282,.72116756,.6330834,.221,0,0,1,
109283,.14934108,.095270127,.16496965,0,0,0,
109284,.069929317,.29940006,.15399893,0,1,0,699.29315
109285,.76736563,.26910242,,0,0,0,
109286,.13525577,,.1458613,0,1,0,1352.5577
109287,,.3232078,,0,0,1,
109288,.60058004,,,0,1,0,6005.8003
109289,.2602649,,,0,1,0,2602.6489
109290,,.65853661,,0,0,1,
109291,.24428943,.1452381,.18207917,0,0,0,
109292,,.90122211,,3,0,0,
109293,.78789079,.4523668,.51978588,0,0,1,
109294,,.2634981,.20937674,0,0,1,
109295,.2282964,.41538462,.093246743,0,0,0,
109296,.33270794,.17454261,.27222192,0,0,0,
109297,.44030392,.11942889,.1534,0,0,0,
109298,.13096623,.21817099,.21702616,3,1,0,1309.6624
109299,.26894441,.31872246,.13145949,0,0,0,
109300,,,,3,0,0,
109301,.27708241,.095270127,.115,0,0,0,
109302,.2775043,.086382106,.17038578,1,0,0,
109303,.67476332,.38146934,.30684924,1,0,0,
109304,.85798281,,,0,1,1,-10000
109305,.85661715,.1910124,,0,0,0,
109306,.11889029,.095270127,.26059228,0,0,1,
109307,,,.84700072,0,0,0,
109308,.1952602,.64418674,.16264741,0,0,0,
109309,.58295023,,.101,0,0,1,
109310,.91475362,.24604231,,3,0,0,
109311,.45841148,.15501194,.117,0,0,0,
109312,,.62142855,,0,0,1,
109313,,,,0,0,0,
109314,.5335145,.2986227,,3,0,0,
109315,.35014915,.23285925,.53350514,0,0,0,
109316,.4211129,.25712341,,0,0,0,
109317,.050000001,.062737852,.126,0,1,0,500
109318,.066695914,.0099999998,.044039618,0,0,0,
109319,,.6330834,.4251,3,0,0,
109320,.97468638,.33257261,.53874785,0,0,1,
109321,,.68783784,.9873668,0,0,1,
109322,.86408985,.40024155,.34642828,0,0,0,
109323,.22490621,.19321696,,0,0,0,
109324,,,,0,0,0,
109325,.14230771,.1171797,.054202538,0,0,0,
109326,.17471191,.096844755,.19127546,2,0,0,
109327,,.067432769,,0,0,1,
109328,.049232949,.02,6.0726579e-06,0,0,0,
109329,.13383059,.10582787,,1,0,0,
109330,.96825725,,.1842,3,0,0,
109331,.447209,,,0,1,0,4472.0898
109332,.5648185,.30933198,,0,0,0,
109333,.73969883,,.35989922,3,0,0,
109334,.58122742,.14,.26490733,0,0,0,
109335,.47153965,.19699502,.18089999,0,0,0,
109336,,.24133749,.39386672,0,0,0,
109337,.41505623,.35270938,.25762227,0,0,0,
109338,.56795573,.3202883,,0,0,0,
109339,.67012268,.30598271,.44600898,0,0,0,
109340,.560637,.14417204,.39333326,0,0,0,
109341,.38351843,.14,.2543065,2,0,1,
109342,,.26865891,,0,0,0,
109343,.029351497,.062737852,8.8821662e-06,0,0,0,
109344,.32602128,.20999999,.2642,0,0,0,
109345,.48100525,.2,.3434453,0,0,0,
109346,.054156892,.062737852,.090296246,1,1,0,541.56891
109347,.076179117,.023279559,.00034197752,0,0,0,
109348,.26519334,.46469408,.13751167,1,0,0,
109349,,.22,.17077903,2,0,0,
109350,.33681694,.31270093,.21520001,0,0,0,
109351,.19661601,.65179408,,0,1,0,1966.16
109352,.15857582,,,3,1,0,1585.7582
109353,.11673225,,.16511752,0,1,0,1167.3225
109354,.55067837,.35004941,.28901824,1,0,0,
109355,.4435066,.29472086,.33716154,3,0,0,
109356,.12787706,,.15413979,2,1,0,1278.7705
109357,.06040483,.095270127,.22942659,0,1,1,-10000
109358,.68022197,.44797578,.27341869,0,0,0,
109359,,.53231049,.77454013,0,0,1,
109360,,.39997962,,3,0,0,
109361,.34522414,.19920461,.22703341,0,0,0,
109362,.12068444,,.10354275,0,0,0,
109363,.10374763,.076823145,.063231274,0,0,1,
109364,,.46648982,.75394315,0,0,0,
109365,,,,3,0,1,
109366,.11124037,.23808244,.118,0,1,0,1112.4037
109367,.59486884,.19033244,.32801202,3,0,0,
109368,.37615114,,.57778823,1,1,0,3761.5115
109369,,,,0,0,1,
109370,.25638744,.20663685,.1651846,2,0,0,
109371,.1005841,.066072039,,1,0,0,
109372,,.11385836,.70989668,0,0,1,
109373,.20777442,.14381899,.054000001,3,0,0,
109374,.66661698,,.3278605,0,0,0,
109375,,.68783784,,0,0,0,
109376,.1479921,.24080138,.10850748,0,0,0,
109377,.24793871,.67390007,.22309114,2,0,0,
109378,,.12559749,,0,0,0,
109379,.45250005,.36411375,.28476149,2,0,0,
109380,.87382376,.55439866,.20631301,2,0,1,
109381,.21898785,.13495624,.1412064,1,0,0,
109382,.66736841,.62827021,.23053589,0,0,0,
109383,.65305609,.11136396,.8057282,1,0,0,
109384,,,,0,0,0,
109385,,,,0,0,0,
109386,.23478895,.21863297,.054293629,0,0,0,
109387,.50495857,.43853676,.114,0,0,0,
109388,.36297852,,.099522442,0,0,0,
109389,.51546776,,.61435479,0,1,0,5154.6777
109390,.45648161,.33257261,.25395781,2,0,0,
109391,,.53522575,,2,0,0,
109392,.10407303,,.19509999,0,1,0,1040.7302
109393,.458332,.14798999,.19949999,2,0,0,
109394,.033720445,.02,.1274,0,0,0,
109395,.050000001,,.090000004,0,1,0,500
109396,.26394209,,.13161838,0,0,0,
109397,,.099271215,.36811322,0,0,1,
109398,,.53231049,.51041293,0,0,1,
109399,.22959433,.071129255,.30180001,0,0,0,
109400,.76156336,.35912398,.32197171,0,0,0,
109401,.061813343,.10351826,,0,1,0,618.13342
109402,,,.28898391,1,0,0,
109403,.07569284,.062737852,.1882,0,0,0,
109404,.49389735,.25785661,.3281121,0,0,0,
109405,.25674999,.22181685,.36921763,0,0,0,
109406,.096325763,.051086426,.1587023,0,0,0,
109407,.5014897,.40879381,.36661693,2,0,1,
109408,,.68813282,.50915027,0,0,0,
109409,.066975445,.1171797,.090000004,0,1,0,669.75446
109410,.92624116,.66552734,.35681584,0,0,0,
109411,.8240363,.15907562,.198,0,0,1,
109412,.16102897,.07,.074000001,0,0,0,
109413,,,.33924121,0,0,0,
109414,.31092349,.074846625,.16206531,0,0,0,
109415,.089591071,.052560613,.046008691,1,0,0,
109416,.81154829,,.20799753,0,0,1,
109417,.11248448,.12537715,.055,0,0,0,
109418,.15247391,.86157739,,0,1,0,1524.7391
109419,,,.4311029,0,0,0,
109420,.48913452,,,0,1,1,-10000
109421,.51502001,.18024966,.40358633,0,0,0,
109422,.27191228,.11,.2015,2,0,0,
109423,.96490479,.22738792,,2,0,0,
109424,.063623779,.02,.10837428,0,0,0,
109425,.061623137,.095270127,.21232355,0,1,0,616.23138
109426,.94734943,,,0,1,0,9473.4941
109427,.059352078,.02,.13396677,1,0,0,
109428,,,.51950413,0,0,1,
109429,.40468585,.22912402,.30540001,0,0,0,
109430,.071883529,,.090000004,0,1,0,718.83527
109431,.55280846,.22,.22900675,0,0,0,
109432,.050000001,.22906907,3.0121532e-09,2,0,0,
109433,.73937166,.31672558,.25906831,0,0,0,
109434,.1343836,.085092887,.123,0,0,0,
109435,.26271746,,.124,0,0,0,
109436,.18124823,.079999998,.1902,3,0,0,
109437,.7492249,.23926792,.24258171,1,0,1,
109438,,.16152492,.29382652,0,0,0,
109439,.036015812,,.064999998,0,1,0,360.15811
109440,.57870173,.6209625,.1734114,0,0,0,
109441,,.67669821,.95739186,2,0,1,
109442,.89883024,.39226651,,3,0,0,
109443,.43210056,.090540543,.18889999,0,0,0,
109444,.246929,.11,.28990239,0,0,0,
109445,.059657872,.039999999,.00028805638,0,0,0,
109446,.31789434,.2,.16589233,0,0,0,
109447,.10789607,.059999999,.114,3,0,0,
109448,,.24815708,.36376974,0,0,0,
109449,.41272804,.48727369,,0,1,0,4127.2803
109450,,,.2348,0,0,1,
109451,.20723866,.20816012,.2818,0,1,0,2072.3865
109452,.31024227,.87012857,.49737981,0,1,0,3102.4226
109453,.79472196,.11064509,.17944737,3,0,0,
109454,,.3371138,.2683194,1,0,0,
109455,,.14939903,,0,0,1,
109456,,.10459244,.4912869,0,0,0,
109457,.49953687,.34578535,.097000003,0,0,0,
109458,,.21710888,.26007032,0,0,1,
109459,.2655009,.17,.1901,1,0,0,
109460,.036387954,.042862047,,0,1,0,363.87955
109461,.51904607,.16126412,.34164622,1,0,0,
109462,.10931862,.14381899,.14749999,3,1,0,1093.1862
109463,.2664085,.25798863,.17379873,0,0,0,
109464,.11704995,.1910124,.41031626,0,1,0,1170.4995
109465,.085462399,.1171797,.103,3,0,0,
109466,.27730417,.09058512,.039944869,1,0,0,
109467,.50141788,,.30883664,0,0,1,
109468,,.30877668,.43399999,0,0,0,
109469,.082213037,.18281282,.14248128,0,1,0,822.13037
109470,.28375086,.20999999,.25805083,0,0,0,
109471,,,,0,0,0,
109472,.22109593,.25525698,.19903572,3,0,0,
109473,.91669834,,.29207382,0,0,0,
109474,.88311899,.25859353,.31906667,0,0,0,
109475,.21085589,.21061254,.1846,0,0,0,
109476,,.6330834,,0,0,0,
109477,.8521986,.28590247,.18425862,0,0,0,
109478,.85321659,.49674571,,0,0,0,
109479,.064143136,,.1052,0,1,0,641.43134
109480,.95354742,.11202129,,0,0,0,
109481,,,,0,0,0,
109482,.30588263,.2894778,,0,0,0,
109483,.12900047,.041261446,.16607898,2,0,0,
109484,,.24465649,.26484141,0,0,0,
109485,.54563129,.22,.25844368,0,0,1,
109486,.23058982,,.112,2,0,1,
109487,.64068419,.42196313,.1939,0,0,0,
109488,.34273732,.1643689,.25368544,0,0,0,
109489,.088249467,.047165364,.046921931,1,0,0,
109490,.056679554,.042387504,.045000002,1,1,0,566.79553
109491,,.66212136,.20362647,0,0,0,
109492,.59500587,.1260923,.17241958,0,0,0,
109493,.17947553,,.15815677,0,0,0,
109494,,.062094357,,0,0,1,
109495,.34810022,.21403788,.32113251,0,0,1,
109496,.30090773,,.24928433,3,0,0,
109497,.60392898,,,0,1,0,6039.29
109498,,.90122211,.2494,0,0,1,
109499,,,.26530001,0,0,0,
109500,.80709702,,.2827,0,0,0,
109501,.19036523,.19735299,.111,0,0,0,
109502,,.19554274,,2,0,0,
109503,.55393153,.4223077,.67875898,0,0,0,
109504,.81460792,,.3087,0,0,0,
109505,,.10019003,,1,0,0,
109506,.81769013,.10864373,.17770731,0,0,0,
109507,,.42096508,.57450837,0,0,1,
109508,.18656731,,.121,0,0,0,
109509,.19112511,,.26420027,0,1,0,1911.2511
109510,,.61941516,,3,0,1,
109511,,.10019003,.69108522,2,0,0,
109512,.4132461,.069468498,.17084448,0,0,0,
109513,.0789821,.30983627,.2170378,0,1,0,789.82098
109514,,.31407285,,2,0,0,
109515,.087886102,.051507764,.14920542,3,0,0,
109516,.097640514,.38574019,.17020001,3,1,0,976.40515
109517,.20192178,.32191855,.26512423,0,1,0,2019.2178
109518,.52243078,,.44293711,0,0,0,
109519,,.41811606,.4233,0,0,0,
109520,.23355886,.10797408,,1,0,0,
109521,.034784403,.26570478,.14430195,3,1,0,347.84402
109522,.17993914,.33355412,.18099999,3,0,0,
109523,,,,0,0,0,
109524,,,.2419,1,0,1,
109525,.79244524,.27754423,.27368826,0,0,0,
109526,.51710564,.14764793,.16987057,0,0,0,
109527,,.25675023,.17687003,0,0,0,
109528,.80173081,.29742268,.31288224,0,0,1,
109529,.074681833,,.078797236,0,1,0,746.81836
109530,.093821593,.27533156,.20056659,0,1,0,938.21594
109531,,.068665653,.68800479,0,0,0,
109532,.40456364,.20999999,.1768,1,0,0,
109533,.16639681,.059999999,.0314194,0,0,0,
109534,,,.2166,3,0,1,
109535,.83978766,,,0,1,0,8397.877
109536,.23344268,,.33535945,0,1,0,2334.4268
109537,,,.31569999,0,0,1,
109538,.65668476,.33257261,.34138355,1,0,0,
109539,.65962636,.28704855,,0,0,0,
109540,.14689799,.060781058,.109,3,0,0,
109541,.58089852,,.125,0,0,0,
109542,.10938887,.0512476,.2025,0,0,0,
109543,.13903764,.52477944,.17625712,0,1,0,1390.3763
109544,,.23787159,.1802531,0,0,0,
109545,,.19388437,.25802505,0,0,0,
109546,.24542254,.33404043,,0,1,0,2454.2253
109547,.36685762,.25294989,.19004627,0,0,0,
109548,.2710892,.18881185,.23010001,0,0,1,
109549,,.11117738,,3,0,1,
109550,.48429725,.61759317,.27508658,0,0,0,
109551,,.44610614,,0,0,0,
109552,.52695936,.33816031,.16373508,0,0,1,
109553,.16493674,.1,.080643781,0,0,0,
109554,.15402268,.15683123,.14011712,0,0,0,
109555,.50558364,.25810075,.37268168,2,0,0,
109556,.17915082,.19390166,.117,0,0,0,
109557,.087273195,.053707689,.15405904,0,0,0,
109558,.050000001,.010821201,.043905586,2,0,0,
109559,.1961195,.1504872,,1,0,0,
109560,,.21714722,.2203756,0,0,0,
109561,.96887249,,.31810001,0,0,1,
109562,.050000001,.062737852,.02,0,0,0,
109563,.10662573,.067319728,.107,0,0,0,
109564,,,,3,0,0,
109565,.1619909,.22429834,.1899562,0,1,0,1619.9089
109566,.66039634,,.26546958,0,0,0,
109567,,.36412588,.56784749,0,0,0,
109568,.074474536,.045859121,.090000004,0,0,0,
109569,.58913362,.52161795,.28099999,0,0,0,
109570,,,.27845395,0,0,0,
109571,.087726764,.26418057,.2192,0,1,0,877.26764
109572,.30163258,,.13068183,3,0,1,
109573,.20999077,.1509894,.21699999,0,0,1,
109574,,.65479296,.103,0,0,1,
109575,,,,0,0,0,
109576,,.65859675,.4709,0,0,1,
109577,.68844807,.33423939,.068999998,0,0,0,
109578,.12715679,.19162787,,0,1,0,1271.568
109579,.12421484,.96094197,.16901273,0,1,0,1242.1484
109580,.34614998,,.33035937,0,0,1,
109581,.27678606,.1171797,,2,0,0,
109582,.64530623,,.123,0,0,0,
109583,,.6330834,.49129993,2,0,0,
109584,,.24370115,.36305544,0,0,0,
109585,.20397982,.17,.14129999,0,0,0,
109586,.33085552,.22,.34816715,0,0,0,
109587,.67293757,.29547653,.58706361,0,0,0,
109588,.18753964,,.11606894,0,0,0,
109589,.19642292,.055922102,.2515257,0,0,0,
109590,.11597969,.21931089,.1004,1,1,0,1159.797
109591,.90039611,.48287416,,0,0,0,
109592,.63993299,,.090999998,0,0,0,
109593,.78833282,,.31029999,0,0,0,
109594,.13457669,.095270127,.25825232,0,0,0,
109595,.75656551,.29786411,.26584566,0,0,0,
109596,,.078031734,,2,0,0,
109597,,,,0,0,0,
109598,.088769056,.2123877,.098999999,0,1,0,887.69055
109599,.20374452,.20506956,.19353418,0,0,0,
109600,,.31872246,.17399783,0,0,1,
109601,.60526788,,,0,1,0,6052.6787
109602,,.43361753,.67569447,0,0,1,
109603,.055939589,.07,.024265202,3,0,0,
109604,.074645191,.07,.35116544,0,0,0,
109605,.20155819,.059999999,.111,3,0,0,
109606,.12949774,.088274039,.32011342,0,0,0,
109607,.46950936,.18000001,.26234373,0,0,0,
109608,.81752706,,.75904435,3,0,1,
109609,,,,0,0,1,
109610,.18650003,.095270127,.2097,0,0,0,
109611,,,.59328067,0,0,0,
109612,.75907761,.28363186,,2,0,1,
109613,.30486834,.26351678,.2611092,0,0,0,
109614,.6261214,.70580101,.53860837,1,0,0,
109615,,.25398701,,0,0,0,
109616,.12811969,.048904482,.09604001,0,0,0,
109617,.50297236,.19743413,.31623593,0,0,0,
109618,.60364646,.20246749,.1946,0,0,0,
109619,,.33140761,.64198661,0,0,0,
109620,.30698439,.53106725,,0,1,0,3069.844
109621,,,.84700072,0,0,1,
109622,,.45026284,.44499999,1,0,1,
109623,,.4223077,.41735482,0,0,1,
109624,.51691926,.27089325,,0,0,0,
109625,.50597084,.33257261,,3,0,0,
109626,.79556406,.50325012,.46859312,1,0,0,
109627,.34123212,.33511907,,0,0,0,
109628,,.38313764,.58952117,1,0,1,
109629,,,,0,0,0,
109630,.5801087,,.42444816,2,0,0,
109631,.28474647,,.21960001,0,0,0,
109632,,.40849316,.4064081,0,0,1,
109633,.2461818,.090540543,.27007872,0,0,0,
109634,,.165189,,1,0,0,
109635,.10244814,.07,.14786457,0,0,0,
109636,.57480609,,.54055429,0,0,0,
109637,.77864373,.22,.26699999,0,0,0,
109638,.078178421,.048461322,.14588158,1,0,0,
109639,,,.49329653,0,0,0,
109640,.11636467,,.1647812,3,1,0,1163.6467
109641,.04608126,.20247595,.090000004,3,1,0,460.81259
109642,.59340274,.08988861,,0,0,1,
109643,.32950109,,,1,1,0,3295.011
109644,.649104,.21512356,.2031,1,0,1,
109645,,.40824729,.40859091,0,0,0,
109646,.45156255,,.18098092,0,0,0,
109647,.24653962,.11,.16077833,0,0,0,
109648,.67826056,.33891571,.16871908,3,0,0,
109649,.34584314,.29025513,.064999998,0,0,0,
109650,,,.41996506,0,0,0,
109651,.16453975,.2986854,.20617399,1,1,0,1645.3976
109652,.2498084,.07,.25491419,0,0,0,
109653,,.53231049,,1,0,0,
109654,.34306765,.26900554,.17569999,0,0,0,
109655,,.29230094,.18427722,0,0,0,
109656,,.46338388,,0,0,0,
109657,.13818909,,.32476234,0,1,0,1381.8909
109658,,.17402613,,0,0,0,
109659,.22814383,.55090928,.22352874,0,0,0,
109660,,.22,.308,0,0,0,
109661,,,.47419465,0,0,1,
109662,.55190539,.1627451,.26311132,0,0,0,
109663,.93553758,.11,.12721844,0,0,0,
109664,.093365081,.07,,1,0,0,
109665,,,.45010361,1,0,0,
109666,.21120124,,.22803617,0,1,1,-10000
109667,,.4223077,,3,0,0,
109668,,.096568651,,2,0,0,
109669,,,.57006985,0,0,0,
109670,.17432448,,.17529798,0,1,0,1743.2449
109671,.92084265,.063304722,.4729,0,0,1,
109672,.56708169,.33732101,.303,0,0,1,
109673,.48606631,.28760064,,1,0,0,
109674,.37841558,.5,,3,1,0,3784.1558
109675,,.6330834,.57821631,1,0,0,
109676,.91954017,,,0,1,0,9195.4014
109677,,,,0,0,1,
109678,.88139945,.28935111,,1,0,1,
109679,.10733145,.07,.1542803,0,0,0,
109680,.40062839,.19649902,,0,0,0,
109681,,,.45030001,0,0,0,
109682,,.085700147,.2374883,0,0,0,
109683,.35925528,,.13970573,0,0,0,
109684,.18107788,.079999998,.18159381,0,0,0,
109685,.73525673,.90122211,.32059419,0,0,1,
109686,.77119946,,.1777,0,0,0,
109687,.15289807,.27357283,.18199645,0,1,0,1528.9807
109688,.59875745,.31031901,.1886,1,0,0,
109689,.17665817,.059999999,.068755135,0,0,0,
109690,.20853655,.22,,0,1,0,2085.3655
109691,,.90122211,,0,0,1,
109692,.45966476,.20615523,.46152511,0,0,0,
109693,.24155496,.21003363,.11875387,2,0,0,
109694,,.19491866,.27881598,0,0,1,
109695,.61074328,.4223077,.2313,0,0,0,
109696,.10163157,.31572115,.0016416386,0,0,0,
109697,,.15126187,.77172667,3,0,1,
109698,,.11117738,,1,0,0,
109699,,.15361406,.29313898,0,0,0,
109700,,.3117035,,2,0,1,
109701,.36927608,.19920461,.31596163,0,0,0,
109702,.14393282,.07,.102,0,0,0,
109703,.72990048,.19628967,.098899998,2,0,0,
109704,.4181498,,.56856072,1,1,0,4181.498
109705,.58531988,.22,,3,0,0,
109706,.90485424,,.36320686,1,0,0,
109707,,,,0,0,0,
109708,.029818336,.03091814,,0,1,0,298.18335
109709,.063419759,.39497817,.075000003,0,1,0,634.19757
109710,.094393902,.062737852,.0801,2,0,0,
109711,.62861794,,,1,1,1,-10000
109712,.23327821,.18293786,,0,0,0,
109713,,,.39206189,1,0,0,
109714,.58785677,.13718861,.2942,0,0,1,
109715,.57584751,.19550082,,0,0,1,
109716,.090373598,.22845484,,0,1,0,903.73596
109717,.37555671,.48736355,,3,1,0,3755.5671
109718,.12847409,,.082599998,3,0,0,
109719,,.40174437,,2,0,0,
109720,,.63208956,,1,0,1,
109721,,.17441277,.2671234,0,0,1,
109722,.081679806,.26022151,.17139503,0,1,0,816.79803
109723,.072151162,.042296048,.1131,0,0,0,
109724,.25575396,.22845484,.17632866,0,0,0,
109725,.31507763,.18326236,,0,0,0,
109726,.43040374,.95849979,.105,0,0,0,
109727,,.68783784,.33117247,0,0,0,
109728,.51560903,.34944075,.098999999,0,0,1,
109729,.45353419,.28018868,,0,0,0,
109730,.62656707,.17310359,.28565112,0,0,0,
109731,.61822397,.28842142,.26306292,1,0,1,
109732,.077319905,.062737852,.1637,0,0,0,
109733,.10962961,.14456432,,1,1,0,1096.2961
109734,,.23309679,,0,0,1,
109735,.045187771,.067174971,.050100304,0,1,0,451.87772
109736,.56822747,.90122211,.29879576,0,0,1,
109737,.41627482,.16907908,,0,0,0,
109738,.14054717,.20999999,.1894381,0,1,0,1405.4717
109739,.87962663,,,0,1,1,-10000
109740,,.33257261,.2881,0,0,1,
109741,.25504264,.22525571,.13739617,0,0,0,
109742,,,,2,0,1,
109743,.13515714,.18000001,.17039999,3,1,0,1351.5714
109744,.4665775,.38732576,.2977297,0,0,0,
109745,.059500549,.15783186,.107,1,1,0,595.00549
109746,.15963483,.13164319,.25542286,0,0,0,
109747,.34107575,.28632757,.1934904,1,0,0,
109748,,,.75328326,0,0,0,
109749,.046878219,.38383782,.073899999,3,1,0,468.7822
109750,,,.5467118,0,0,0,
109751,,,.2608,0,0,0,
109752,.7918154,.30154905,.26646277,1,0,0,
109753,.085462399,.042065348,.20878248,0,0,0,
109754,.075650983,,.11441922,2,1,0,756.50983
109755,.68862832,,.27249938,2,0,0,
109756,,.41127396,.41849563,0,0,1,
109757,.22120735,.1260923,.18180358,0,0,0,
109758,.63139164,.262492,.4537836,0,0,1,
109759,.86034483,.11,,2,0,1,
109760,.27136925,.059999999,,0,0,0,
109761,.34642595,,.26127231,0,0,0,
109762,.11106707,.1171797,.19230001,2,0,0,
109763,.075942136,.1171797,.020157484,0,0,0,
109764,.19625349,.78905296,.1855,0,0,0,
109765,.7333858,.21631655,,0,0,0,
109766,.55188727,.48619765,.17649999,0,0,1,
109767,,,.52720505,0,0,0,
109768,.17537518,.28877696,.25626874,3,1,0,1753.7518
109769,.59926534,.41718003,.097999997,0,0,0,
109770,.35715234,.22737448,.26428744,1,0,0,
109771,.11463332,,.052000001,3,0,0,
109772,,.33681554,.47954604,0,0,0,
109773,.23695588,.84173483,,3,1,0,2369.5588
109774,.071649939,.044616401,.1293,0,0,0,
109775,.089997575,,.1196,0,1,0,899.97577
109776,.74728489,.1554696,.092220783,3,0,1,
109777,.14059021,,.18196353,2,1,0,1405.9021
109778,.55465025,.40753302,,0,0,0,
109779,.37660837,,.39072633,3,0,0,
109780,.49890757,.14,.092200004,0,0,0,
109781,.84645379,,.87284267,1,1,1,-10000
109782,.58966076,.31407285,.35497892,2,0,0,
109783,,,,3,0,1,
109784,.29231948,.72652715,.22174782,0,0,0,
109785,.73946023,.39307573,.14486262,0,0,0,
109786,.24163361,.21751572,.15629999,0,0,0,
109787,.2159311,.1627451,.26617426,3,0,0,
109788,.074474536,,.044757258,0,0,0,
109789,.73041701,.20894819,.62165916,0,0,0,
109790,.17642516,.17,.31162518,2,0,0,
109791,,,.28550929,0,0,0,
109792,,.29960799,.37405407,0,0,0,
109793,.20711446,.1910124,,3,0,0,
109794,.34231052,.20999999,.22431621,0,0,1,
109795,.53841203,,,0,1,0,5384.1201
109796,.27956888,.059999999,.11601919,0,0,0,
109797,.59433454,,,0,1,1,-10000
109798,.79019743,.18319467,.32441354,0,0,0,
109799,,.083598927,.44012707,0,0,0,
109800,.70017308,.30102098,.194096,0,0,1,
109801,,.11175662,.28650001,2,0,0,
109802,.89258438,.27731955,,2,0,1,
109803,.42549989,.15501194,,0,0,0,
109804,.29875335,.20123214,.4267219,0,0,1,
109805,.1296318,.27054122,.123,0,0,0,
109806,,.42878324,,0,0,0,
109807,,,.54715735,0,0,1,
109808,.08380042,.1260923,.050000001,1,0,0,
109809,.14262711,.07,.18230394,0,0,1,
109810,.35422522,,.063000001,0,0,0,
109811,.027794013,,.097199999,0,1,0,277.94012
109812,.050000001,.02,.097000003,0,0,0,
109813,.41620228,,.26730001,0,0,0,
109814,.49763384,.51522428,.094800003,3,0,0,
109815,.10757464,.061615728,.19578412,0,0,0,
109816,.10407303,,,0,1,0,1040.7302
109817,.52895606,.4223077,,0,0,0,
109818,.78518456,.17198794,.19400001,0,0,0,
109819,.79800642,.34577465,.48484099,3,0,0,
109820,.58650857,.19385965,.127,3,0,0,
109821,.24273355,.2,.2192,0,0,0,
109822,,.6330834,.33025223,0,0,0,
109823,.66692549,.19395068,.20313026,3,0,0,
109824,.74644357,.39092651,.1800915,3,0,0,
109825,.1297823,.23662396,,0,1,0,1297.823
