id,sex,employment,marital,income,social1
216124,1,employed,0,6045,0
216125,1,employed,1,7150,.54442745
216126,1,employed,0,7301,.17772457
216127,1,employed,1,12890,.004591004
216128,1,employed,1,6731,.51938397
216129,1,retired,1,40793,.31654519
216130,1,employed,1,29897,.13684587
216131,1,employed,0,9644,.16450484
216132,1,employed,0,10596,0
216133,0,employed,1,11081,.86079031
216134,1,employed,1,20875,.77038574
216135,1,employed,0,10675,.79920906
216136,1,retired,1,7159,.27352414
216137,1,student,0,0,.36410254
216138,0,employed,0,5997,0
216139,1,employed,1,15852,0
216140,1,employed,1,28282,0
216141,1,employed,0,11493,0
216142,1,employed,1,12145,.66661716
216143,1,employed,1,26526,0
216144,1,student,0,0,.58322448
216145,1,employed,1,48563,.88000304
216146,1,retired,0,5684,.11347906
216147,0,student,0,0,.23887578
216148,0,student,0,0,0
216149,1,unemployed,1,10079,0
216150,1,employed,1,9112,.086227693
216151,1,employed,1,10312,0
216152,1,unemployed,1,12175,.016828461
216153,1,employed,0,13083,.096193902
216154,0,retired,1,7907,.26132053
216155,1,unemployed,1,0,0
216156,0,employed,0,64215,.60563618
216157,1,employed,1,39460,0
216158,0,student,0,4697,.9098807
216159,1,employed,1,17487,0
216160,1,retired,1,12414,.31193417
216161,0,employed,1,5812,.46616593
216162,1,employed,1,7645,.46853188
216163,1,student,0,5141,.17644124
216164,0,employed,0,20197,.37637696
216165,1,employed,0,21669,.36492243
216166,1,retired,0,10309,.23620883
216167,1,unemployed,1,0,0
216168,0,employed,1,30664,.28750259
216169,1,unemployed,0,5755,.6894927
216170,1,employed,1,32570,.76198649
216171,1,employed,1,8960,.9306832
216172,1,employed,1,10416,0
216173,0,employed,1,17799,.35714775
216174,0,retired,1,1132,0
216175,1,unemployed,1,81083,.69671911
216176,1,employed,1,8458,.19586885
216177,0,employed,1,12867,.81281459
216178,0,employed,1,14671,.20274907
216179,0,employed,1,9946,.078465752
216180,1,employed,1,16707,.12041774
216181,1,employed,1,7732,.62894887
216182,0,unemployed,1,9850,.77203345
216183,1,employed,0,10636,.0016220148
216184,0,employed,1,15307,.11374138
216185,0,retired,1,13423,0
216186,1,student,0,0,.04001838
216187,1,employed,1,9388,.74258077
216188,1,employed,1,12316,.54903799
216189,1,retired,1,5573,.082380958
216190,0,employed,1,28879,.53091872
216191,1,employed,1,13681,.49483001
216192,1,employed,0,50592,0
216193,0,unemployed,1,0,.94345546
216194,1,employed,0,22388,.54425001
216195,0,retired,0,3014,0
216196,1,employed,1,174409,.69275415
216197,1,employed,1,20901,0
216198,1,employed,1,12613,.26354569
216199,1,employed,1,10044,.93182141
216200,1,employed,0,28584,.61065596
216201,1,employed,1,5860,.50289881
216202,1,employed,0,7363,0
216203,1,employed,1,24264,0
216204,0,retired,1,4044,.24492085
216205,1,employed,1,43783,.12345801
216206,0,employed,1,6364,.8746742
216207,1,employed,1,40368,.51005435
216208,1,employed,0,20395,.52956825
216209,0,unemployed,1,16021,0
216210,1,student,0,0,.85557383
216211,1,employed,1,8908,0
216212,1,employed,1,21996,.89233869
216213,0,employed,0,17050,.70273823
216214,1,employed,1,21571,.2005233
216215,1,employed,0,18973,0
216216,1,student,0,8838,.90351522
216217,1,employed,0,11615,0
216218,1,employed,0,8794,0
216219,1,employed,0,9081,.40715232
216220,0,student,0,0,.9016127
216221,1,employed,1,6694,.50651383
216222,1,employed,1,38922,.51883548
216223,1,employed,0,7493,.6418013
216224,1,employed,0,5446,0
216225,0,employed,1,15324,.26966867
216226,1,employed,0,13579,.21603863
216227,1,employed,1,8179,.23152043
216228,1,employed,1,9742,.476408
216229,1,employed,1,50639,.64374793
216230,1,retired,0,24787,.36976451
216231,0,unemployed,1,16950,.18597233
216232,1,employed,1,5905,.66281313
216233,0,unemployed,1,0,.58282751
216234,1,employed,1,7716,.43065652
216235,1,employed,1,27178,.37556264
216236,1,employed,1,8609,.058029465
216237,0,employed,1,5929,.37279287
216238,1,student,0,0,.82736784
216239,1,employed,0,9747,0
216240,1,student,1,7738,.90600842
216241,1,employed,0,13582,0
216242,0,employed,1,13776,.47597551
216243,1,student,0,6263,.90257162
216244,1,retired,1,10705,0
216245,1,employed,1,13167,.78429097
216246,1,employed,1,13635,.52407724
216247,1,employed,1,13730,.79964709
216248,1,employed,1,67622,.72331333
216249,1,employed,1,15478,.59752882
216250,0,student,0,7700,.9712773
216251,1,employed,0,6430,.20833048
216252,1,employed,1,22404,0
216253,0,retired,0,19383,.27476966
216254,1,employed,1,8319,.071890518
216255,1,unemployed,1,27865,.13914588
216256,1,employed,1,22706,.28050363
216257,1,employed,0,23667,.19235158
216258,0,employed,1,8990,.63261616
216259,1,unemployed,1,17446,.48195875
216260,1,unemployed,0,0,0
216261,0,employed,0,10522,.039125551
216262,0,employed,1,27755,.21624465
216263,1,employed,1,13737,.92534935
216264,0,retired,0,11120,.25496703
216265,1,unemployed,1,19084,0
216266,1,employed,1,25300,.6866045
216267,1,employed,1,7177,.87168348
216268,0,student,0,2988,.09007597
216269,0,employed,0,18095,.67663729
216270,1,employed,1,25750,.5856362
216271,1,employed,0,9228,.86268216
216272,1,employed,1,27226,0
216273,1,unemployed,0,10694,.028891724
216274,1,employed,1,106012,.86670178
216275,1,employed,1,16024,0
216276,1,employed,0,5253,.66464227
216277,1,employed,0,5472,0
216278,0,employed,1,6608,0
216279,1,retired,0,16428,.37916827
216280,1,employed,0,7588,0
216281,1,employed,1,26359,.67939383
216282,1,employed,1,22122,.21400523
216283,1,employed,1,85465,.054387074
216284,0,unemployed,1,0,.51462245
216285,1,employed,1,7172,.57451737
216286,1,employed,1,12613,.75476265
216287,1,employed,1,8482,.44252369
216288,1,student,1,0,.55253249
216289,1,retired,1,4036,.15974902
216290,1,employed,0,23290,.036167081
216291,1,retired,1,5142,0
216292,0,employed,1,8564,.03503263
216293,1,unemployed,1,0,.53682023
216294,1,student,0,6930,.8344444
216295,1,employed,0,7351,.33529925
216296,1,unemployed,1,0,.52249777
216297,1,employed,0,11711,.50790262
216298,1,employed,1,71245,.39460087
216299,1,employed,1,14421,.94215673
216300,1,retired,1,9777,.087179556
216301,0,employed,1,7829,.47816724
216302,1,unemployed,1,0,.20515421
216303,1,student,0,19820,.99246335
216304,1,retired,1,82601,.3436465
216305,1,employed,1,7911,.64580351
216306,1,employed,1,10722,0
216307,0,employed,0,7297,.81083548
216308,1,student,0,0,.8038801
216309,1,employed,1,22867,.69018084
216310,1,unemployed,1,0,0
216311,1,employed,1,8970,.083744034
216312,0,employed,0,8277,.59723139
216313,1,student,0,0,.12997514
216314,0,unemployed,1,5691,.69888449
216315,1,unemployed,1,3307,.57688874
216316,0,unemployed,0,0,.72150379
216317,1,student,0,0,.8046422
216318,1,retired,1,4256,.25508761
216319,1,employed,1,11101,.53725964
216320,0,unemployed,1,8051,.56591785
216321,1,student,0,27190,.52897036
216322,1,student,0,5460,.73995024
216323,1,student,0,32375,.88516009
216324,0,employed,0,21823,.64454734
216325,1,employed,1,55571,.87616116
216326,1,student,0,0,.97008002
216327,1,student,0,0,.090364523
216328,1,retired,1,8715,.2642999
216329,0,unemployed,0,0,.70451742
216330,1,employed,1,22653,.70708889
216331,1,employed,1,16052,.15531157
216332,1,employed,1,17134,0
216333,1,employed,0,11285,.24142052
216334,0,employed,0,12647,.5126164
216335,1,employed,1,11693,.54008532
216336,1,employed,1,15707,.71463114
216337,1,student,0,6198,.87678999
216338,0,retired,1,2603,.25964373
216339,1,retired,0,5352,.32029989
216340,1,employed,1,26509,.23115396
216341,1,retired,1,13192,.1683528
216342,1,employed,1,8312,.78977001
216343,1,employed,1,6094,0
216344,1,retired,1,8880,.11175814
216345,1,unemployed,0,11082,.68531305
216346,1,employed,1,26516,.42557767
216347,1,employed,1,52802,.75698543
216348,1,employed,1,25103,.45593131
216349,1,student,0,0,.09192358
216350,0,employed,0,5164,0
216351,0,employed,1,20982,.54892802
216352,1,employed,0,11486,0
216353,0,student,1,14451,0
216354,1,retired,1,986,.19593526
216355,0,student,0,14227,.86897075
216356,1,employed,1,25043,.66810924
216357,1,student,0,0,.49836767
216358,1,student,0,0,.82214779
216359,1,student,0,0,.76231289
216360,1,student,0,0,.86677861
216361,0,employed,1,5067,.10693082
216362,1,employed,1,39055,.38659239
216363,1,employed,1,7024,.55770272
216364,0,unemployed,1,9524,.93741274
216365,0,employed,1,8016,0
216366,1,employed,1,10207,.558671
216367,1,student,0,0,.44552964
216368,0,employed,1,5382,.54675925
216369,0,unemployed,1,6410,.80201203
216370,1,student,0,32833,0
216371,1,student,0,0,.98802853
216372,1,employed,1,210854,0
216373,1,student,0,0,.85106629
216374,1,unemployed,1,9083,.62778461
216375,0,retired,1,4579,.31973305
216376,1,student,0,0,.68295509
216377,1,employed,1,11578,.25043598
216378,1,employed,0,9014,.16407998
216379,0,employed,1,8636,0
216380,1,unemployed,0,13924,.41329369
216381,1,unemployed,1,0,.66782415
216382,1,employed,1,21491,.52241367
216383,1,employed,1,38119,0
216384,1,employed,1,43047,.60036397
216385,1,employed,1,6786,.76851016
216386,0,employed,1,6313,.68816233
216387,0,retired,1,3271,.29774052
216388,1,retired,1,24817,.076866016
216389,1,employed,1,10571,.7056731
216390,1,retired,1,16273,.050902266
216391,1,employed,1,467088,.36731195
216392,1,employed,1,26232,.25282878
216393,1,employed,0,15424,.78572029
216394,1,employed,1,23501,.87641293
216395,1,unemployed,1,5839,0
216396,1,student,0,0,.87074775
216397,1,employed,0,10553,0
216398,1,student,0,3119,.77002925
216399,0,student,0,13363,.46942282
216400,1,employed,0,11460,.50781649
216401,1,employed,0,10791,0
216402,1,student,0,0,.77650517
216403,1,employed,1,11620,0
216404,0,student,0,0,0
216405,1,employed,1,16446,0
216406,0,employed,1,10531,.26454234
216407,1,unemployed,1,7237,0
216408,1,employed,1,9796,.6330207
216409,1,student,0,4592,.85606968
216410,1,employed,1,12150,.81884253
216411,1,unemployed,1,0,.71353441
216412,1,employed,0,24420,.29770142
216413,1,employed,1,19268,.65450692
216414,1,unemployed,1,24756,.50607109
216415,0,employed,1,7774,0
216416,0,employed,1,8517,.41766375
216417,1,retired,0,9497,.28182268
216418,1,employed,0,17454,.17043349
216419,1,employed,1,6890,.22787744
216420,1,employed,1,17129,0
216421,1,employed,1,21663,.52647096
216422,1,unemployed,1,6792,.70673501
216423,0,employed,1,10287,.54619336
216424,1,student,1,0,.86021841
216425,0,unemployed,1,14653,.55074751
216426,0,retired,1,6193,.23575154
216427,0,employed,1,275710,.84435111
216428,1,employed,1,7039,.47681195
216429,1,employed,1,33569,.0091282828
216430,0,employed,0,33045,0
216431,1,employed,1,38800,.14608638
216432,1,employed,1,9029,.32696715
216433,1,employed,1,12747,.54662085
216434,1,employed,0,26750,0
216435,1,employed,1,78523,.60711104
216436,1,retired,0,27940,.058273815
216437,0,employed,0,9490,0
216438,0,employed,0,21334,0
216439,1,employed,0,15942,.69811016
216440,1,unemployed,0,6987,.10433687
216441,1,employed,1,16694,.27192512
216442,1,employed,1,8540,.91498131
216443,1,employed,1,12006,.067191496
216444,0,employed,1,17021,.30473813
216445,1,student,0,0,.82820594
216446,0,student,0,3064,.963341
216447,1,student,0,0,.83343863
216448,1,retired,1,7168,.24360418
216449,1,student,0,0,.85477751
216450,0,employed,1,61957,0
216451,0,unemployed,0,29785,.80183131
216452,1,student,0,0,.12242784
216453,1,employed,0,28520,.62487757
216454,1,student,0,0,.85896194
216455,0,employed,1,38187,.45291623
216456,1,unemployed,0,0,.69287497
216457,0,employed,1,12788,.23608747
216458,0,unemployed,0,0,.5930115
216459,0,employed,1,22181,.58293885
216460,1,student,0,20537,.92585546
216461,1,employed,1,7427,.63736492
216462,1,employed,1,10263,.088260829
216463,0,retired,0,4820,.25738332
216464,1,employed,1,25909,.58740956
216465,0,employed,1,5973,.29605094
216466,1,employed,1,18131,.57132691
216467,1,employed,1,9691,0
216468,1,employed,1,42262,.63820481
216469,0,student,1,25953,.31673309
216470,1,employed,0,10984,.22173856
216471,0,student,0,0,.6417042
216472,0,retired,1,4833,.23822474
216473,1,student,0,6141,0
216474,0,employed,1,4443,.98096013
216475,0,employed,1,7828,.90324503
216476,1,student,0,0,.85139966
216477,1,employed,1,30425,.62728107
216478,1,employed,0,7759,.52957791
216479,1,employed,1,11761,.62159175
216480,1,employed,0,23229,.55578572
216481,1,student,0,0,.78089499
216482,1,student,0,4693,.86572134
216483,1,student,0,0,.88893908
216484,0,employed,1,6452,.78587168
216485,0,employed,1,5073,.7274332
216486,1,unemployed,1,0,.14406896
216487,1,employed,0,12279,.55907446
216488,1,employed,1,15684,.4439837
216489,1,unemployed,1,0,.015191436
216490,0,retired,1,25946,.26187831
216491,0,employed,1,12127,.3673726
216492,1,student,0,0,0
216493,0,retired,1,4788,0
216494,1,student,0,6077,.42413229
216495,1,employed,1,23042,.074872538
216496,1,employed,0,14449,.74069381
216497,1,employed,0,13027,.62410748
216498,0,unemployed,1,0,.82142186
216499,0,student,0,6148,.63776636
216500,0,student,0,0,.81290829
216501,1,retired,0,15111,.088549465
216502,0,employed,1,9826,0
216503,1,retired,1,10948,.34863061
216504,1,student,0,13342,.034457553
216505,1,employed,1,35401,.14637379
216506,0,employed,0,6732,.52672189
216507,1,employed,0,14004,0
216508,0,employed,1,6231,0
216509,1,employed,0,9137,.53445923
216510,1,retired,1,21193,0
216511,1,employed,0,21123,.077475205
216512,1,retired,1,6382,0
216513,1,employed,0,15528,.89931244
216514,0,employed,0,58537,.77998
216515,0,employed,1,6928,.019263806
216516,1,employed,1,8947,.56998205
216517,1,retired,0,67474,.0013176594
216518,1,student,0,0,0
216519,1,employed,1,7170,.21579367
216520,0,student,0,9035,.92655253
216521,1,employed,1,12591,.53072351
216522,1,employed,1,11923,0
216523,1,employed,0,23428,.52478749
216524,1,unemployed,1,7506,.01338016
216525,1,employed,1,7246,.26507702
216526,0,employed,0,20560,0
216527,0,employed,0,22906,.34182921
216528,1,employed,0,76699,0
216529,0,employed,1,35234,.35453108
216530,1,employed,1,6654,.6080327
216531,1,employed,1,6243,.29907602
216532,1,student,0,0,.28198782
216533,0,employed,1,6013,.22582559
216534,1,retired,1,5375,0
216535,0,employed,1,15252,.94157964
216536,1,employed,0,16825,.50627756
216537,1,employed,0,18828,.7212081
216538,0,employed,0,8363,.30899695
216539,0,employed,1,13718,.90275639
216540,1,employed,1,30690,.5880627
216541,1,employed,1,5652,.2963658
216542,0,retired,1,3682,0
216543,0,employed,1,11461,.23626719
216544,0,employed,1,12412,.34529293
216545,1,employed,0,34265,.45263967
216546,1,employed,0,6428,.62014133
216547,0,employed,1,16299,.42374381
216548,1,employed,1,118046,.1734612
216549,1,employed,1,159744,.37253496
216550,1,employed,0,21545,.63700968
216551,1,employed,1,19759,.40265536
216552,1,retired,1,6628,.34472722
216553,1,employed,1,15097,.84504217
216554,1,employed,1,58766,.27891654
216555,0,student,0,0,.79498565
216556,1,student,1,0,.81305581
216557,0,student,0,0,.95736569
216558,1,employed,1,12091,.49944696
216559,1,retired,1,16113,.23236653
216560,1,employed,1,17898,.53104246
216561,1,employed,1,83796,.99034953
216562,0,student,1,0,.87531322
216563,1,employed,1,75277,.9017489
216564,1,employed,0,12961,.7135002
216565,0,employed,1,80829,.78429955
216566,0,employed,1,6973,.60896534
216567,1,employed,1,17448,.65837431
216568,1,unemployed,1,29546,.70852858
216569,1,employed,1,5762,.029616021
216570,1,employed,1,44867,0
216571,1,unemployed,0,13827,.54848009
216572,0,employed,1,8025,.20874305
216573,1,employed,1,67537,.62898934
216574,0,retired,0,7671,.30919471
216575,1,employed,1,304342,.74878109
216576,0,employed,1,23720,0
216577,0,employed,1,34252,.50575334
216578,1,employed,1,14087,.56180793
216579,1,student,0,0,.92263627
216580,1,student,0,0,.26416418
216581,0,employed,0,22410,0
216582,1,employed,0,33273,.74767727
216583,1,employed,1,9837,.70052212
216584,0,employed,1,6500,.79323983
216585,1,employed,0,8315,.5772391
216586,1,employed,0,7297,.87281919
216587,1,employed,0,22966,.67324269
216588,1,unemployed,0,23018,.40124351
216589,1,student,0,0,.99496734
216590,1,unemployed,0,0,0
216591,1,employed,1,15686,0
216592,1,unemployed,0,0,.5346303
216593,1,employed,1,9515,.1514404
216594,0,student,0,0,.99850017
216595,1,employed,0,35410,.76240444
216596,1,student,0,0,.7757175
216597,0,employed,1,10525,.52141154
216598,1,student,0,0,0
216599,0,employed,1,16329,.55187571
216600,1,employed,1,21781,0
216601,0,retired,0,10105,.19828081
216602,1,employed,1,27041,.49045604
216603,1,retired,0,5750,.38570207
216604,1,employed,0,30805,.51960868
216605,1,retired,1,6546,.2510072
216606,1,student,0,16985,.83735955
216607,0,employed,1,14787,.50579154
216608,1,employed,0,7906,.89988834
216609,1,retired,0,7374,.036011942
216610,0,employed,0,12909,.51400918
216611,1,retired,0,4279,.21480405
216612,1,employed,1,11043,.39085966
216613,1,student,1,11322,.93846333
216614,1,employed,1,72812,.61580503
216615,1,student,1,0,0
216616,1,student,0,6614,.77997077
216617,1,employed,1,14498,.1599241
216618,1,employed,1,7755,.50122476
216619,1,employed,1,32124,.4095695
216620,0,employed,1,7504,.078140691
216621,1,employed,1,6315,.98139578
216622,0,employed,1,9027,.59074956
216623,1,employed,1,15133,.54427075
216624,1,unemployed,1,6969,.78235465
216625,1,employed,0,56158,.40499148
216626,1,employed,1,5935,.11998612
216627,0,student,0,0,.098731726
216628,1,employed,1,487764,.38627681
216629,1,retired,1,9513,.33965048
216630,1,employed,1,6123,0
216631,1,student,0,5029,0
216632,1,employed,0,19374,.59410065
216633,0,employed,0,89888,0
216634,1,employed,1,5598,0
216635,1,employed,0,19441,.8790645
216636,1,employed,1,12664,0
216637,1,employed,1,15854,.74510372
216638,1,employed,0,20106,.27123395
216639,1,employed,1,9325,.099602655
216640,0,retired,1,21983,0
216641,1,retired,0,10562,.086343639
216642,1,student,1,0,.75317174
216643,0,employed,1,6716,.26183915
216644,1,employed,1,6709,.76169926
216645,1,employed,1,19272,.82881325
216646,1,employed,1,7543,.58478087
216647,1,employed,1,5627,.85727286
216648,0,unemployed,1,0,.35346097
216649,1,employed,1,5143,.60343838
216650,1,student,0,0,.89191699
216651,1,employed,1,7813,.16583614
216652,0,employed,1,5739,.84093738
216653,1,employed,1,45852,0
216654,0,employed,0,7445,.79079276
216655,1,unemployed,1,0,.5427587
216656,1,employed,1,9927,.92906654
216657,1,employed,1,111298,.86560053
216658,1,employed,1,8033,.53950149
216659,1,retired,1,3195,.23129833
216660,1,employed,1,28559,0
216661,0,employed,1,18091,0
216662,1,student,0,0,.69078243
216663,1,student,0,0,.10055106
216664,1,employed,0,8689,.89436674
216665,1,employed,1,22434,0
216666,1,employed,1,6354,.16745657
216667,1,student,0,0,.94961745
216668,1,student,0,7504,.99004114
216669,1,employed,1,6549,0
216670,0,employed,0,17843,.17267862
216671,1,unemployed,1,13047,.57354069
216672,1,employed,1,57621,0
216673,1,employed,0,7183,.93774253
216674,1,employed,1,38934,.85100681
216675,1,student,1,4279,.62526947
216676,1,student,0,0,.86279386
216677,1,student,0,6861,.20928739
216678,1,student,0,6689,.0058336542
216679,1,employed,1,17519,.77949953
216680,0,employed,1,27594,.65204287
216681,1,employed,0,12545,.11128089
216682,1,employed,1,15701,.93366212
216683,1,employed,1,15526,0
216684,1,employed,0,7521,.42102602
216685,0,unemployed,1,0,.20493078
216686,1,employed,1,9244,.049971845
216687,1,employed,1,5822,.4816477
216688,1,employed,0,23623,.025358204
216689,1,employed,1,17989,0
216690,1,employed,1,18704,.76900327
216691,1,employed,0,41816,.43765864
216692,1,student,1,0,.19052339
216693,1,unemployed,1,6399,.77375001
216694,1,student,0,0,.99590415
216695,1,employed,1,31055,0
216696,0,unemployed,0,0,.43132299
216697,1,employed,0,10186,.2131343
216698,1,retired,0,8418,.01944484
216699,0,employed,1,48332,.66424656
216700,1,employed,1,21397,.43098977
216701,1,student,0,24185,.8682887
216702,1,employed,0,35728,.54012245
216703,1,employed,1,6466,0
216704,1,employed,1,24785,0
216705,1,employed,0,15059,0
216706,1,employed,1,5474,.26602116
216707,1,employed,0,10896,0
216708,1,student,0,0,.80279589
216709,1,student,1,43232,.96173787
216710,1,retired,1,5664,.085453264
216711,1,student,0,0,.92511719
216712,0,retired,1,7263,.24972346
216713,1,student,0,0,.27700758
216714,0,student,0,5468,.13853075
216715,1,employed,1,7520,.59021378
216716,1,unemployed,1,0,0
216717,1,employed,1,23808,.040190544
216718,0,unemployed,1,0,0
216719,1,student,0,0,.46199733
216720,1,unemployed,1,12110,.58731395
216721,1,student,0,9253,.11865692
216722,0,retired,1,11353,.24602446
216723,1,employed,1,25100,0
216724,1,employed,1,10958,.26477292
216725,1,student,0,12229,.097707115
216726,1,student,0,6535,.12087536
216727,1,student,0,8426,.70926654
216728,1,retired,0,3576,.29227269
216729,0,retired,1,2603,0
216730,0,student,0,0,.85272634
216731,1,employed,1,16642,.55692905
216732,1,employed,0,23701,0
216733,0,employed,1,6634,.58484578
216734,1,employed,1,31978,0
216735,1,employed,0,27751,.78434485
216736,1,retired,1,9893,.2804105
216737,1,student,0,0,.8038938
216738,1,employed,1,13424,.67022681
216739,1,employed,1,8429,.52283859
216740,0,employed,0,10992,0
216741,1,unemployed,0,12345,.80001229
216742,0,employed,1,12100,.45064175
216743,0,unemployed,1,0,.58943778
216744,1,student,0,0,.95026714
216745,1,employed,1,21531,.66340345
216746,0,employed,1,19290,.096801847
216747,0,unemployed,1,0,.70089281
216748,0,unemployed,1,11112,0
216749,1,employed,1,8850,.12640066
216750,1,student,0,24235,.26205069
216751,1,student,0,0,.10926068
216752,1,employed,1,12568,.61714405
216753,1,employed,1,7005,.030479956
216754,1,employed,1,11902,0
216755,0,employed,0,6672,.43546861
216756,1,student,0,0,.83695781
216757,0,employed,1,74390,.69726437
216758,1,retired,1,6880,.054186601
216759,1,student,1,0,.85045695
216760,1,student,0,0,.51875597
216761,1,employed,1,95458,0
216762,1,employed,1,13179,0
216763,1,unemployed,1,0,.60906982
216764,1,employed,1,26224,.025904717
216765,0,student,1,0,.52511543
216766,1,retired,1,7954,0
216767,0,retired,0,6542,0
216768,0,student,0,0,.90697837
216769,1,employed,1,9361,.092213608
216770,1,student,0,8849,0
216771,1,employed,1,7624,0
216772,1,employed,1,29887,0
216773,1,employed,1,13668,0
216774,1,employed,0,8849,.53629482
216775,1,employed,1,39699,.63812041
216776,1,employed,0,20251,.5831269
216777,1,student,0,0,.75466132
216778,0,employed,0,27366,0
216779,0,unemployed,1,0,.52411568
216780,0,employed,1,65083,0
216781,0,retired,1,5096,.22655138
216782,1,student,0,3052,.83360189
216783,0,student,0,0,.82682323
216784,1,retired,0,22337,.33643773
216785,1,student,0,0,.81178927
216786,1,employed,1,8336,0
216787,1,employed,0,13780,0
216788,1,employed,0,13406,0
216789,1,employed,1,10793,.56845665
216790,1,employed,1,6678,.57874382
216791,0,retired,0,149963,.089756735
216792,1,employed,1,18163,.032675281
216793,1,employed,1,6428,.38242605
216794,1,employed,1,36640,.37518752
216795,0,student,0,0,.86493528
216796,1,student,0,0,.95921063
216797,1,employed,1,38285,.63394308
216798,1,unemployed,1,0,.18231784
216799,1,student,0,0,.84986198
216800,0,employed,1,24406,0
216801,0,employed,1,7955,0
216802,1,employed,0,16514,.58194172
216803,1,employed,1,12606,.67595899
216804,1,unemployed,1,0,.6609152
216805,1,employed,1,8182,.70107895
216806,1,student,0,35374,.77761304
216807,1,employed,1,27427,.069249481
216808,1,employed,1,11884,.1427643
216809,0,employed,1,5467,.50153065
216810,0,unemployed,1,8926,.55726767
216811,1,student,0,0,.84576833
216812,1,employed,1,12753,.14843695
216813,1,employed,1,6795,.86605048
216814,1,employed,0,11517,0
216815,1,employed,0,24141,.44214353
216816,1,retired,1,58166,0
216817,0,employed,1,7419,.023187421
216818,0,employed,1,5135,.58728164
216819,0,employed,1,16945,.70040989
216820,1,employed,0,48143,.70744306
216821,1,employed,1,16144,.07707651
216822,1,unemployed,1,0,.04065546
216823,1,student,0,0,.91820645
216824,1,employed,1,5353,.30027765
216825,1,employed,0,22616,.72474784
216826,0,retired,0,4100,.021160323
216827,1,employed,0,5967,.37955695
216828,1,employed,1,61637,.50236297
216829,1,student,0,0,.92854059
216830,1,student,0,9279,.40959877
216831,1,unemployed,1,0,.60282034
216832,1,unemployed,1,25830,0
216833,1,employed,1,14935,0
216834,0,unemployed,0,21127,.16473711
216835,0,unemployed,0,11641,.58927691
216836,0,retired,1,2434,.29154661
216837,0,student,1,15444,.76953787
216838,1,employed,1,13014,.11091351
216839,0,student,0,13457,0
216840,0,employed,0,14564,0
216841,1,employed,1,10084,.68570542
216842,1,unemployed,1,0,.31064233
216843,0,student,1,3401,.93708003
216844,0,unemployed,1,18225,.41473034
216845,0,unemployed,1,0,.70780855
216846,1,employed,1,12176,.64158571
216847,0,employed,1,12041,.7710169
216848,1,employed,1,6303,0
216849,1,employed,1,8096,0
216850,1,employed,0,23318,.46482107
216851,1,student,0,0,.32479569
216852,1,employed,0,8960,.85956097
216853,1,employed,0,15146,.53722924
216854,1,unemployed,1,7310,.35753444
216855,1,student,0,24805,.94079381
216856,1,employed,1,9978,0
216857,0,unemployed,1,0,0
216858,0,employed,1,10973,.28658018
216859,1,employed,1,239436,.10832797
216860,1,retired,0,16706,.069195077
216861,1,unemployed,1,0,.65874535
216862,1,employed,0,414918,.64028955
216863,0,student,0,0,.70412123
216864,1,student,0,12114,0
216865,0,employed,1,21363,0
216866,1,employed,1,5774,.62576002
216867,1,retired,1,14697,.0958023
216868,1,employed,0,14330,.75088769
216869,0,employed,1,11524,.9017815
216870,1,student,0,0,.77583748
216871,0,employed,1,21318,0
216872,1,employed,0,6058,0
216873,1,student,0,14091,.78692627
216874,1,unemployed,1,13152,.048324179
216875,1,employed,0,7472,0
216876,0,employed,0,9163,0
216877,1,retired,1,6147,0
216878,0,employed,1,8451,.7668286
216879,1,student,0,0,.99491179
216880,1,retired,0,8919,.22186105
216881,0,student,0,0,.58071834
216882,0,employed,1,14215,0
216883,1,retired,1,2495,0
216884,0,student,0,16587,.10662217
216885,1,employed,1,11001,.5955171
216886,1,employed,0,20198,.055985622
216887,0,employed,1,15312,.141206
216888,1,retired,1,8163,.28886974
216889,1,unemployed,0,14564,.68599427
216890,1,unemployed,1,0,.35606796
216891,1,student,0,0,.92388934
216892,1,student,0,0,.95361018
216893,1,unemployed,1,15419,.50206006
216894,1,employed,1,5793,0
216895,1,employed,1,11639,0
216896,0,unemployed,1,6019,.85012919
216897,0,employed,1,7845,.66790366
216898,1,employed,1,81779,0
216899,1,employed,0,17534,.57044506
216900,1,retired,0,20718,0
216901,1,employed,1,9498,.86598003
216902,0,employed,0,11357,0
216903,1,employed,0,25900,.75461584
216904,1,employed,1,204742,.57321823
216905,1,unemployed,0,0,0
216906,0,employed,1,9520,.25383255
216907,0,employed,0,6625,.51998311
216908,1,employed,1,22433,.038770072
216909,1,student,0,0,.72990477
216910,1,retired,1,35090,.1037613
216911,0,employed,1,5899,0
216912,1,employed,1,24527,.73743963
216913,1,employed,0,20367,0
216914,1,employed,1,11143,.79088277
216915,1,employed,1,11236,.031244701
216916,1,retired,1,3942,.20835285
216917,0,unemployed,1,11940,0
216918,1,unemployed,1,16406,.3014529
216919,1,retired,0,3399,0
216920,1,employed,1,13056,0
216921,1,employed,1,21454,.61326516
216922,1,employed,1,92682,.49677059
216923,1,student,0,0,.9674561
216924,1,student,0,4491,.754884
216925,1,employed,1,22198,0
216926,0,employed,1,7144,.21021195
216927,1,unemployed,1,0,.61704391
216928,0,employed,0,16239,0
216929,1,employed,1,20719,.58604014
216930,1,employed,1,19431,.51145715
216931,0,student,1,0,.83219588
216932,1,student,0,8068,.75901234
216933,1,student,0,5093,.014356167
