id,sex,employment,marital,income,social1
119046,0,retired,1,11529,.27584249
119047,0,student,0,0,.53899634
119048,1,student,0,10639,.76214492
119049,1,employed,1,10366,0
119050,1,employed,0,34503,.55770034
119051,1,employed,0,37930,.27167198
119052,1,student,0,0,.9823758
119053,1,student,0,0,.94087398
119054,0,employed,1,7575,0
119055,1,employed,1,12129,.73814696
119056,1,employed,0,13201,0
119057,1,unemployed,1,12089,.28414258
119058,1,retired,1,5062,.21088895
119059,1,employed,0,7179,.69717216
119060,1,employed,1,22532,.3761375
119061,0,employed,1,12236,.56829631
119062,1,employed,0,12241,.81477487
119063,1,employed,1,13028,.74956417
119064,0,employed,1,89121,.95994902
119065,1,employed,1,14360,.46034402
119066,0,retired,0,2593,.28242025
119067,1,employed,1,105355,.21781649
119068,1,student,0,0,.63069296
119069,1,employed,1,9503,0
119070,1,retired,0,65,0
119071,1,employed,0,7038,.29641482
119072,0,employed,1,13193,.052056659
119073,1,employed,1,5409,.78612649
119074,1,employed,1,76934,.80804771
119075,1,employed,0,6060,.62148142
119076,1,employed,0,12454,.74524105
119077,1,retired,0,7923,.22459188
119078,1,employed,0,55014,.22480276
119079,1,employed,1,9520,.84485471
119080,1,employed,1,19998,.83159125
119081,1,employed,1,45206,.55497444
119082,1,unemployed,0,0,.85345072
119083,0,employed,1,15746,.79562134
119084,0,student,0,0,.80559707
119085,1,employed,1,20466,.27967286
119086,1,employed,1,10643,.87884808
119087,1,employed,1,6533,.47623175
119088,1,employed,1,41733,0
119089,1,student,0,9958,.9911117
119090,1,employed,1,35141,.084542908
119091,1,student,0,38255,.91268802
119092,1,retired,1,4275,0
119093,1,employed,1,10055,.56762826
119094,0,student,0,0,.44001335
119095,0,employed,1,8194,.60199231
119096,0,retired,1,5082,.28536782
119097,1,retired,1,4610,.19073485
119098,1,student,0,8206,.62383926
119099,1,student,0,0,.3037222
119100,1,employed,1,53488,.82617795
119101,1,student,0,9473,.26668072
119102,1,employed,0,62500,.070212036
119103,0,retired,1,7361,.23785166
119104,1,employed,1,29512,.011143687
119105,1,employed,1,30839,.14300051
119106,0,employed,1,58779,.34263629
119107,1,employed,1,12969,.55772626
119108,1,employed,0,7486,.64406163
119109,1,employed,1,24227,.46089101
119110,0,employed,1,10837,0
119111,1,unemployed,0,0,.51370192
119112,1,employed,1,11398,.50875312
119113,1,retired,1,11226,.29310411
119114,0,employed,0,6142,.7497735
119115,1,employed,1,8525,.25025597
119116,1,employed,1,45279,.18069576
119117,1,employed,1,56346,.68765235
119118,0,employed,0,8424,.60350072
119119,0,employed,1,5554,.54693753
119120,1,employed,0,25355,.20893162
119121,0,employed,1,8538,0
119122,0,student,0,0,.97232938
119123,1,employed,1,12041,0
119124,1,employed,0,9568,.20316884
119125,1,student,0,19323,.87258798
119126,1,unemployed,1,0,0
119127,1,employed,1,5957,.29651546
119128,1,retired,0,5215,0
119129,0,employed,1,16275,.7738024
119130,1,employed,1,8494,.8339811
119131,0,employed,0,6898,.57540637
119132,1,employed,1,104785,.32735422
119133,1,employed,1,67894,.66199791
119134,1,unemployed,1,0,0
119135,1,employed,0,11144,0
119136,0,employed,1,14209,.24947561
119137,0,student,0,0,.80505711
119138,1,retired,1,4764,.26794392
119139,0,student,0,0,.99546421
119140,1,student,0,0,0
119141,1,employed,0,41434,.11423075
119142,1,employed,1,5822,.51229286
119143,1,employed,1,7339,.19025788
119144,1,employed,1,72261,.57367438
119145,1,student,1,0,.96590596
119146,1,employed,1,16356,.73562682
119147,1,employed,1,8926,.66202575
119148,0,retired,1,6442,.26362693
119149,1,student,0,9592,.86251944
119150,0,employed,1,16050,.26930147
119151,1,student,0,0,.46235472
119152,0,employed,0,8335,.44768751
119153,0,unemployed,1,37238,.60927784
119154,1,employed,1,5864,.55808228
119155,0,employed,0,7862,0
119156,1,student,0,0,.8520599
119157,1,unemployed,1,5540,0
119158,1,retired,1,10833,.2330492
119159,1,employed,1,7678,0
119160,0,student,0,0,.98394001
119161,1,employed,1,13168,.4592396
119162,1,employed,1,6333,.16090184
119163,0,employed,1,25725,.58241117
119164,1,employed,1,6034,.6518901
119165,1,employed,1,32187,.52007192
119166,0,employed,0,5021,0
119167,0,unemployed,1,16905,.3157492
119168,0,employed,1,14246,0
119169,1,employed,1,12927,.13865328
119170,1,retired,1,5990,.25907224
119171,1,employed,1,6491,.19504014
119172,0,employed,1,6841,.75924653
119173,1,employed,0,16245,.48809421
119174,1,employed,1,33411,.74026066
119175,0,employed,1,8532,.54134655
119176,1,employed,1,21287,.56103313
119177,1,employed,0,14329,.074100353
119178,0,employed,1,80319,.66460639
119179,1,employed,0,72576,.56344783
119180,1,employed,0,9676,.063218467
119181,1,employed,1,9953,0
119182,1,unemployed,0,0,0
119183,1,unemployed,0,6915,0
119184,1,employed,1,35449,.10517885
119185,0,unemployed,1,9460,.46857744
119186,1,employed,0,62308,0
119187,1,employed,1,17901,.02906161
119188,1,student,0,12331,.35103923
119189,1,retired,1,4105,0
119190,1,employed,1,9335,.17475539
119191,1,employed,1,20165,.79310435
119192,1,employed,1,49646,0
119193,0,employed,0,112113,0
119194,0,employed,1,4648,.54575086
119195,1,employed,1,13726,.070361122
119196,1,employed,1,33196,.33809781
119197,0,employed,1,11380,.55011666
119198,1,employed,1,553060,.85965258
119199,0,unemployed,1,0,.41596717
119200,1,employed,0,20362,0
119201,1,student,0,9836,.81043446
119202,0,employed,1,18603,0
119203,1,retired,0,6536,0
119204,1,employed,1,81232,.00026486671
119205,1,employed,1,7372,.572155
119206,1,employed,0,11403,.43295592
119207,1,student,0,6978,.57499689
119208,1,employed,1,7775,.64666837
119209,1,student,0,0,.66957188
119210,1,employed,1,38516,.66925591
119211,0,employed,1,6733,.52816647
119212,1,employed,1,8733,.60605437
119213,1,employed,0,12632,.75686705
119214,1,employed,1,5678,.069075398
119215,1,employed,0,9844,.1932707
119216,1,retired,0,180657,.02039947
119217,1,employed,1,9521,.44199577
119218,0,employed,1,9254,.5964781
119219,0,employed,1,47371,.69893926
119220,0,employed,1,30382,.46436632
119221,1,employed,0,6380,.54211175
119222,1,employed,1,7565,0
119223,1,retired,0,9470,.29828036
119224,1,retired,1,2477,.2407428
119225,1,employed,1,197509,.7208389
119226,1,employed,1,9904,.31002405
119227,1,employed,1,54789,.52969557
119228,1,student,0,0,.90956181
119229,1,employed,0,7202,.94825006
119230,0,employed,1,5796,.2627646
119231,0,employed,1,23645,.65631682
119232,1,student,0,0,.1354257
119233,1,employed,1,15051,0
119234,0,retired,0,5157,.21980591
119235,1,student,0,3828,.5272938
119236,1,student,0,0,.1080754
119237,1,employed,1,9327,.38220131
119238,0,employed,1,5447,.074338198
119239,1,employed,0,21563,.80233657
119240,1,employed,1,12101,.75199872
119241,1,employed,0,19943,.52464825
119242,0,employed,1,46338,0
119243,1,employed,0,13346,.55257946
119244,1,employed,1,8941,.48184744
119245,1,employed,1,28984,.051724698
119246,1,employed,1,7643,.48417944
119247,0,employed,0,8675,.17384732
119248,1,student,0,9701,0
119249,1,retired,1,7333,.21605298
119250,1,unemployed,1,22709,.60229748
119251,1,retired,0,3395,.24159889
119252,1,unemployed,1,15618,.70604289
119253,0,unemployed,1,0,.80639023
119254,0,student,0,0,.8705005
119255,0,retired,0,12017,.28300181
119256,1,employed,1,8010,.54990554
119257,1,unemployed,1,12281,0
119258,0,retired,0,21989,.2449894
119259,0,unemployed,1,0,.78775781
119260,0,unemployed,1,21865,.53122026
119261,1,employed,1,12228,.61620939
119262,1,student,0,0,.56905055
119263,0,retired,0,12641,0
119264,1,employed,1,36180,.5260731
119265,0,student,0,0,.98244816
119266,1,employed,1,14759,.74691206
119267,1,employed,1,13278,.95264304
119268,0,student,0,0,.85489047
119269,0,retired,1,5924,.21841642
119270,1,employed,1,7312,0
119271,1,employed,0,7669,.61098355
119272,1,employed,1,5615,.22493824
119273,1,student,0,0,.97619635
119274,1,employed,0,227799,.50219208
119275,1,employed,1,5187,.16444978
119276,1,employed,1,11562,0
119277,1,student,0,0,0
119278,0,employed,0,9686,.43415603
119279,1,employed,1,9750,.86634064
119280,1,employed,1,74343,.69991672
119281,1,employed,0,89387,0
119282,1,employed,1,5563,.68478525
119283,1,employed,1,19164,.59470493
119284,1,student,0,15716,.81939387
119285,1,employed,1,58607,0
119286,0,retired,1,2546,.17458034
119287,0,employed,1,27172,.9852978
119288,1,employed,1,5522,.82664967
119289,1,unemployed,1,0,.95476049
119290,1,employed,0,16232,.37329191
119291,1,employed,1,17119,.74906063
119292,0,employed,0,6294,.7209872
119293,1,retired,1,14624,.018651009
119294,1,unemployed,1,0,.56545687
119295,1,employed,1,6001,0
119296,1,unemployed,1,8763,0
119297,1,unemployed,1,18780,.74187016
119298,1,student,0,0,.89255559
119299,1,student,0,0,.92797482
119300,1,student,0,25529,0
119301,0,employed,0,6800,.54304647
119302,0,unemployed,1,18132,.1118044
119303,0,employed,1,11020,.14932144
119304,1,unemployed,0,0,.1293637
119305,1,employed,1,7361,0
119306,0,student,0,0,.095298938
119307,1,student,0,0,.94857633
119308,1,employed,1,16614,.85377407
119309,1,unemployed,1,13306,.82339984
119310,1,student,0,0,.64534169
119311,0,unemployed,1,0,.7504217
119312,1,unemployed,0,16457,.96410161
119313,0,employed,1,4783,.70963562
119314,1,employed,0,18094,.96441215
119315,1,employed,1,11473,.64227521
119316,0,employed,1,7216,.59405047
119317,1,employed,0,9365,.5138917
119318,1,employed,1,23681,.64731884
119319,1,employed,1,12527,.048034403
119320,1,employed,0,7939,.95348126
119321,0,employed,1,9767,.47444996
119322,1,student,0,0,.26414737
119323,1,employed,1,15125,.60403574
119324,1,employed,1,156499,.2804316
119325,1,employed,1,33533,.84931529
119326,1,employed,1,40754,.22144796
119327,1,employed,0,5474,.090105444
119328,1,employed,0,7718,.6571151
119329,1,employed,1,7934,0
119330,0,employed,0,10020,0
119331,1,employed,0,35861,.53576118
119332,1,retired,1,250850,.30127481
119333,1,retired,1,13827,0
119334,1,retired,1,5539,0
119335,1,employed,0,7097,0
119336,1,employed,1,7622,.62670922
119337,0,employed,0,14400,0
119338,1,unemployed,1,0,.2799691
119339,1,employed,1,22497,.23596795
119340,1,student,1,0,.82893854
119341,0,student,0,12798,.86177236
119342,1,employed,1,6486,0
119343,1,retired,1,4739,.2409378
119344,0,employed,1,13598,.63297212
119345,1,unemployed,1,6965,0
119346,1,unemployed,0,0,.47686616
119347,1,student,0,0,.74449652
119348,1,student,1,15034,.17939791
119349,1,employed,1,8513,.557235
119350,0,employed,1,4332,.70489597
119351,1,unemployed,0,15518,.6473006
119352,1,employed,1,6125,0
119353,1,employed,0,9805,.17687041
119354,1,retired,1,8013,.084534474
119355,1,student,0,0,.36246091
119356,0,employed,0,12509,.12186725
119357,1,student,0,7736,.83925146
119358,1,employed,0,5468,.73796713
119359,0,student,1,0,.52240682
119360,1,employed,1,16622,.81539106
119361,1,student,0,0,.24989709
119362,0,employed,1,11349,.63077086
119363,1,student,0,14220,.84806108
119364,1,unemployed,1,0,0
119365,1,unemployed,0,44974,.7179876
119366,1,employed,1,16381,.81845212
119367,1,employed,1,17821,.31029695
119368,1,employed,1,8587,.51523334
119369,1,employed,0,40875,.63666856
119370,0,employed,1,18784,.58333683
119371,1,unemployed,0,0,.54527861
119372,0,employed,1,4912,.11442216
119373,1,retired,1,4290,.23036592
119374,1,employed,1,6264,.58203894
119375,1,employed,1,47505,.81870037
119376,0,employed,0,8439,.58300591
119377,1,employed,0,6754,.053543434
119378,1,employed,0,13598,.72188473
119379,1,unemployed,1,0,.95150089
119380,0,retired,1,35071,.29175252
119381,0,employed,1,4861,.3310236
119382,0,unemployed,1,9846,0
119383,1,employed,1,16200,.73330724
119384,0,employed,1,9489,0
119385,1,employed,1,40126,0
119386,1,employed,1,11471,.59836066
119387,1,employed,1,17931,.58191669
119388,0,employed,1,11837,.330046
119389,0,employed,0,9870,.13157523
119390,0,employed,1,34042,.14619929
119391,1,unemployed,1,0,0
119392,1,employed,0,24023,0
119393,1,employed,1,28222,.98536915
119394,1,employed,1,23673,0
119395,0,unemployed,1,7782,0
119396,1,student,0,3850,.72978067
119397,0,student,0,7458,.49741316
119398,0,employed,0,8293,0
119399,1,student,0,0,.86824095
119400,1,employed,1,25708,0
119401,0,retired,1,3999,.2710827
119402,0,employed,0,7779,0
119403,1,employed,1,11349,.34890291
119404,0,employed,1,10546,.44968086
119405,1,student,0,6283,.87527514
119406,1,employed,1,22970,0
119407,1,employed,1,7689,.87654525
119408,1,retired,0,6778,.074931167
119409,1,employed,1,27887,0
119410,1,unemployed,1,0,.48718089
119411,1,employed,1,15306,.686836
119412,0,employed,1,11147,.98208833
119413,1,employed,1,324740,0
119414,1,employed,1,7155,.70655161
119415,1,retired,1,8959,0
119416,0,retired,1,17826,0
119417,1,unemployed,1,0,.54583633
119418,0,employed,1,6035,.62570119
119419,1,employed,0,77567,.70358157
119420,1,employed,0,12762,.69162542
119421,0,employed,0,11446,.92440879
119422,1,retired,0,5203,.24627972
119423,1,unemployed,1,6947,.74053037
119424,0,employed,1,11179,.34794912
119425,1,retired,1,26387,0
119426,1,unemployed,1,0,.64487958
119427,0,student,0,118962,.76072431
119428,1,employed,0,28437,.54665685
119429,0,employed,0,33446,.55340743
119430,0,employed,1,16260,.032465946
119431,1,student,0,0,.86152947
119432,1,employed,1,234761,.7294901
119433,1,retired,1,4764,0
119434,0,employed,1,4659,.35388833
119435,0,employed,1,5899,.68181753
119436,0,unemployed,1,17830,.67773944
119437,0,employed,0,8410,.54067695
119438,1,employed,0,36443,.78334492
119439,0,employed,0,10999,.62976199
119440,1,employed,0,25111,.5134027
119441,1,retired,1,5376,.2763167
119442,1,unemployed,1,9270,.22234882
119443,0,retired,1,26660,.25253314
119444,1,student,1,0,0
119445,1,employed,1,6972,.78676289
119446,1,student,1,10615,.93088186
119447,1,student,0,0,.39320219
119448,1,unemployed,1,12203,.47972122
119449,0,employed,1,24810,.7263357
119450,1,employed,1,10338,.46115455
119451,1,employed,1,13130,.44502449
119452,1,student,0,0,.44601065
119453,1,employed,1,6541,.97733867
119454,0,unemployed,1,39764,.59583104
119455,1,employed,1,12845,.36528668
119456,1,unemployed,1,14364,.89431256
119457,1,retired,1,9996,0
119458,0,employed,1,14947,0
119459,1,employed,1,85270,.50003833
119460,1,employed,0,13504,.78790432
119461,1,unemployed,1,8498,.23849058
119462,1,retired,0,10136,.072809577
119463,1,unemployed,1,13834,.054721609
119464,1,employed,1,13452,.082827948
119465,0,employed,1,7921,.63916087
119466,1,employed,0,117128,.70012873
119467,1,employed,1,8731,.40633073
119468,1,retired,1,7855,.15812318
119469,1,employed,0,7222,.52846169
119470,1,employed,1,43482,0
119471,0,retired,0,4932,.29132769
119472,0,employed,1,19620,.35020673
119473,0,employed,1,5775,.59802938
119474,0,employed,1,9487,0
119475,1,employed,1,9538,0
119476,1,retired,0,8990,0
119477,0,employed,0,10023,.56317449
119478,0,student,0,0,.94855952
119479,1,employed,1,6582,.56030995
119480,0,unemployed,1,0,.77995461
119481,1,employed,0,36833,0
119482,1,student,1,0,.81081903
119483,1,employed,1,27026,0
119484,1,employed,0,41189,.61995012
119485,1,employed,1,9444,.51226735
119486,1,unemployed,1,13373,.042717066
119487,1,employed,1,59526,.45230395
119488,0,unemployed,0,0,.59673393
119489,1,employed,1,7123,.79448813
119490,1,student,0,0,.99930358
119491,1,unemployed,0,0,0
119492,1,employed,0,24957,0
119493,1,employed,1,18949,.37058926
119494,0,employed,1,20712,.028705185
119495,1,employed,1,6014,.33540642
119496,0,unemployed,1,38148,.30180788
119497,0,employed,0,5674,.56061792
119498,1,student,0,0,.30462813
119499,1,employed,0,9375,.15473853
119500,1,unemployed,1,0,0
119501,1,employed,1,21035,0
119502,0,unemployed,1,11395,.88428742
119503,1,employed,1,7958,.3684549
119504,0,employed,0,10703,.16096477
119505,1,employed,1,10994,0
119506,1,employed,1,8117,.63241869
119507,1,employed,1,28047,.43385062
119508,1,employed,1,6712,.63470221
119509,0,unemployed,1,6903,0
119510,0,employed,1,4506,.45521277
119511,1,employed,1,22984,.8842665
119512,0,employed,1,80583,0
119513,1,employed,1,15212,.6816569
119514,1,employed,1,32182,.54994941
119515,0,unemployed,1,10224,.64056963
119516,1,employed,0,9939,0
119517,1,employed,1,9525,0
119518,0,employed,0,98668,.30227983
119519,1,retired,1,4532,0
119520,1,employed,0,63327,.82809299
119521,1,employed,0,28808,0
119522,1,employed,0,7206,.36215311
119523,1,retired,1,5035,.31512707
119524,1,unemployed,0,0,0
119525,0,student,1,0,.79959792
119526,1,employed,0,10351,.53637838
119527,1,employed,1,10163,.83787006
119528,0,employed,1,20331,.95999581
119529,1,retired,1,4266,.26372927
119530,1,employed,1,11498,.92321247
119531,1,retired,0,9454,0
119532,1,retired,1,7320,.089798741
119533,1,employed,0,7337,.87017906
119534,0,employed,1,17837,.063548915
119535,1,employed,0,23249,.57189012
119536,0,student,0,6992,.72800726
119537,1,employed,1,13888,.79065454
119538,1,employed,1,8238,.24998572
119539,1,employed,1,31051,.059021935
119540,1,student,0,23934,.75162625
119541,1,student,1,3656,0
119542,0,employed,1,9846,0
119543,1,employed,1,9442,.12678275
119544,1,unemployed,1,11312,.57892829
119545,1,unemployed,1,25101,.56059653
119546,1,employed,0,9008,.78555161
119547,0,employed,1,6918,.89462906
119548,1,employed,1,7081,.92507464
119549,1,unemployed,1,6940,.61395782
119550,1,employed,0,11612,0
119551,1,unemployed,1,11513,.57083797
119552,1,employed,1,8157,.62298524
119553,1,employed,1,9992,.46009192
119554,1,student,0,5860,.49140748
119555,1,employed,1,13038,.10197711
119556,1,employed,0,10147,.76156247
119557,1,unemployed,0,8694,.54908001
119558,0,retired,0,3499,.31576189
119559,1,student,1,0,.13316344
119560,1,retired,0,5175,.2763963
119561,1,employed,1,6424,.54063529
119562,1,employed,0,37440,.073348306
119563,0,employed,1,7259,.56520998
119564,1,student,1,0,.88486069
119565,1,employed,1,20342,.023581628
119566,1,student,0,0,.75791645
119567,1,employed,1,8798,.37518543
119568,0,retired,1,7502,0
119569,1,unemployed,0,0,.024393599
119570,1,employed,1,9766,.86849499
119571,0,employed,1,23721,.63447839
119572,0,employed,1,4852,.73150253
119573,1,employed,1,27044,.89329004
119574,0,employed,0,38976,.52717441
119575,1,student,0,4920,.85255468
119576,1,student,0,0,.048665434
119577,1,employed,1,11544,.43856889
119578,1,student,0,0,.89268166
119579,0,unemployed,0,0,.63088328
119580,1,unemployed,1,9245,.84221143
119581,1,employed,0,10044,.23410413
119582,0,student,1,0,.5059126
119583,1,employed,1,9657,0
119584,1,retired,1,218859,.21147916
119585,1,employed,1,20468,0
119586,0,employed,0,262184,0
119587,0,student,0,0,.22015001
119588,1,student,0,0,0
119589,0,student,0,0,.93373448
119590,0,retired,0,13036,.30106813
119591,0,retired,0,12001,.23234876
119592,1,unemployed,1,6445,.58728993
119593,0,unemployed,1,0,.37450311
119594,0,student,0,0,.31439957
119595,1,employed,0,1000000,.34758309
119596,0,employed,1,9694,.97074026
119597,1,employed,1,27418,.30720112
119598,1,employed,0,9177,0
119599,1,retired,0,19099,0
119600,0,employed,1,7868,.60828936
119601,1,employed,1,15574,0
119602,1,employed,0,12271,.57506883
119603,1,unemployed,0,0,.026233889
119604,1,employed,1,18233,.76200467
119605,0,unemployed,0,0,0
119606,0,employed,1,21405,.51328433
119607,1,employed,1,17985,.74875289
119608,0,employed,1,4297,.6948266
119609,1,employed,1,25013,0
119610,1,employed,1,10869,.18623836
119611,0,employed,1,100333,.74214488
119612,1,employed,0,42512,.51197368
119613,1,employed,1,84189,0
119614,0,employed,1,5087,.89229685
119615,1,employed,0,35358,.65919828
119616,0,employed,1,7928,.62784612
119617,1,employed,0,16101,0
119618,0,retired,0,10150,0
119619,1,unemployed,1,0,.60533804
119620,0,employed,1,6829,.61534232
119621,1,retired,0,3673,.3290692
119622,0,unemployed,1,0,.11257827
119623,1,retired,1,6077,.23520637
119624,1,employed,0,16274,.51970696
119625,1,unemployed,1,15746,.96522617
119626,1,retired,1,4016,0
119627,1,employed,1,73492,0
119628,0,employed,0,88223,.02723055
119629,0,employed,0,19597,.44709849
119630,1,student,0,0,.97237515
119631,1,employed,1,8510,.50324643
119632,1,unemployed,1,0,.7608462
119633,0,unemployed,1,13610,.44427735
119634,1,employed,1,26946,0
119635,1,employed,1,68221,.77426422
119636,1,retired,1,5265,.028868612
119637,1,employed,1,43719,.28885311
119638,0,retired,1,9071,0
119639,0,employed,1,7626,0
119640,0,employed,1,12611,.86756861
119641,1,unemployed,1,8214,.20662306
119642,0,employed,1,45046,.13444375
119643,1,employed,1,54886,.5487417
119644,1,employed,0,7987,0
119645,0,employed,0,50763,.90116668
119646,1,employed,0,10833,.66098511
119647,1,employed,1,9858,.94574118
119648,1,employed,1,27072,.73516673
119649,1,employed,1,8002,.53464669
119650,0,employed,1,4729,.84477133
119651,1,employed,1,34672,0
119652,1,employed,0,7761,.054368012
119653,1,employed,1,17419,.56470352
119654,1,student,0,0,.43995994
119655,0,unemployed,1,10389,.83540791
119656,1,retired,1,5778,0
119657,0,unemployed,1,0,.56526309
119658,1,employed,0,6117,.067369916
119659,1,employed,1,6690,.89146262
119660,1,unemployed,1,7223,.50280386
119661,1,employed,1,12950,0
119662,1,employed,1,7514,.050332151
119663,1,employed,1,11187,.19103867
119664,0,student,0,0,.011662675
119665,1,student,0,0,.53889418
119666,1,employed,1,25876,0
119667,1,employed,1,7611,0
119668,0,student,0,0,0
119669,1,employed,1,1000000,.81629205
119670,1,student,0,9629,.95807683
119671,1,employed,1,22194,.37370098
119672,1,employed,1,7652,.64318663
119673,1,unemployed,1,0,.87153828
119674,1,employed,0,8733,.95350814
119675,1,retired,1,37328,0
119676,1,employed,1,6833,.52851897
119677,1,employed,1,31295,0
119678,1,employed,1,7393,.73720616
119679,0,student,0,0,.57574672
119680,1,employed,1,6029,.77681613
119681,1,retired,1,32702,.24879384
119682,1,employed,1,15405,.44223803
119683,0,employed,1,10756,.59018314
119684,1,retired,0,11329,.0035427846
119685,1,unemployed,0,0,.51816893
119686,1,student,0,0,.78699368
119687,0,employed,1,5254,0
119688,1,retired,0,13324,.24084751
119689,1,employed,1,9417,.2892493
119690,1,retired,1,4923,.12833644
119691,0,employed,0,19891,.14355975
119692,0,employed,0,41645,.56547397
119693,1,employed,1,8877,.39555508
119694,1,unemployed,1,20689,.53116477
119695,0,employed,1,11500,0
119696,1,student,0,0,.78431481
119697,1,employed,1,8003,0
119698,1,employed,1,22700,.72007447
119699,0,student,1,0,.079073042
119700,0,employed,1,7994,.34784934
119701,1,employed,1,11427,.73491287
119702,1,student,0,0,.96789092
119703,1,student,0,0,.14452799
119704,0,employed,1,16328,0
119705,1,employed,1,18336,.63191968
119706,1,student,0,0,.85610378
119707,0,student,0,0,.87697262
119708,1,employed,1,8508,.58192325
119709,1,employed,1,6493,.74502623
119710,1,unemployed,1,22599,0
119711,1,employed,0,12212,.71914566
119712,1,employed,1,7208,.65353501
119713,1,employed,1,19638,.99473047
119714,1,employed,1,105462,.50017053
119715,1,employed,1,91665,0
119716,0,student,0,0,.46446401
119717,1,employed,1,15879,.58355772
119718,1,retired,1,7770,.32739559
119719,1,employed,0,7507,.57200837
119720,1,retired,1,8326,.34986004
119721,1,employed,1,5847,.79174417
119722,0,unemployed,1,5695,.12637633
119723,1,employed,1,7470,.51449341
119724,1,unemployed,1,0,0
119725,1,employed,1,9844,.68643039
119726,0,employed,1,5903,.15494405
119727,0,employed,1,14514,0
119728,1,employed,0,12125,.46926561
119729,0,retired,0,7072,.092687063
119730,1,employed,1,8480,.41984338
119731,1,student,0,0,.34849831
119732,0,employed,0,28860,.025649672
119733,1,retired,1,14142,.18679266
119734,1,employed,1,8916,0
119735,0,employed,1,9326,0
119736,1,student,0,0,.98327327
119737,0,employed,1,21878,0
119738,1,employed,0,52850,.37770197
119739,0,employed,0,13952,.50278628
119740,1,unemployed,1,12645,.77964848
119741,1,employed,0,26098,.31796384
119742,1,employed,0,18091,0
119743,1,retired,1,6311,.29667649
119744,1,student,0,0,.89239168
119745,0,employed,1,7536,.54831076
119746,1,employed,1,11298,0
119747,1,employed,1,10294,.51928645
119748,0,employed,1,7452,0
119749,0,employed,0,7949,.90897977
119750,1,employed,1,45806,.20089254
119751,1,retired,1,9343,.25939685
119752,1,employed,1,5783,.047628995
119753,1,employed,1,7788,0
119754,1,employed,0,20625,.529787
119755,1,employed,1,48302,.56849247
119756,1,employed,1,14188,.10741925
119757,1,retired,0,3674,.20289572
119758,0,employed,1,6483,.59667009
119759,1,retired,0,22005,.051537566
119760,1,employed,0,5563,.92553926
119761,0,employed,1,9060,.42972809
119762,1,retired,0,16039,.040113509
119763,1,employed,0,5888,.35162851
119764,1,employed,0,6767,0
119765,0,employed,1,5297,.74820334
119766,1,retired,0,660,.25929749
119767,0,student,0,0,.0497021
119768,0,employed,1,8309,.56009847
119769,1,unemployed,1,0,.64874297
119770,1,student,0,4183,.91564083
119771,1,employed,1,546409,.23350978
119772,0,employed,1,10793,.52886587
119773,1,student,0,0,.67267287
119774,1,student,0,7877,.48129863
119775,1,employed,1,5233,.53280652
119776,1,employed,1,121651,.62579787
119777,1,employed,1,10053,.59759623
119778,1,employed,0,12153,.73543507
119779,1,employed,0,19381,.90850675
119780,1,employed,1,5516,.86981857
119781,0,employed,1,5273,0
119782,0,employed,0,49837,.92034334
119783,0,unemployed,0,0,.59058112
119784,1,employed,1,8082,0
119785,1,student,0,0,.93389964
119786,1,retired,1,4232,.075102843
119787,1,retired,1,136675,.27718645
119788,1,retired,1,12227,0
119789,0,unemployed,0,0,.65320569
119790,1,employed,1,58400,.49274126
119791,1,retired,0,6820,0
119792,1,employed,0,20711,.69688278
119793,1,employed,1,12457,.64486587
119794,0,employed,1,5097,.52849567
119795,1,student,0,0,.88243645
119796,1,employed,1,13053,.17288499
119797,1,unemployed,1,0,.34784862
119798,1,student,0,0,0
119799,1,employed,1,52623,.36678582
119800,1,employed,1,7479,.29179054
119801,1,student,0,0,.6183607
119802,1,employed,1,5540,.57897419
119803,1,unemployed,1,8595,0
119804,1,employed,1,12756,.67341316
119805,1,employed,1,13537,.6231814
119806,1,employed,1,8834,.27388239
119807,1,unemployed,1,4563,.17871846
119808,0,employed,1,7716,.89480579
119809,1,student,0,39608,.98951012
119810,1,employed,1,6986,.69028455
119811,1,employed,1,18569,.5653097
119812,1,student,0,0,.8985678
119813,1,employed,0,85888,.91149825
119814,1,unemployed,1,0,.36929792
119815,0,retired,0,3706,.022583751
119816,0,employed,0,6314,.77077514
119817,1,employed,1,15906,.17083496
119818,0,employed,1,13003,.99388593
119819,0,unemployed,1,0,.9167918
119820,1,employed,1,5983,.84603882
119821,1,employed,1,12315,.80940771
119822,1,employed,0,10760,0
119823,1,employed,1,11543,.20999676
119824,1,retired,1,13371,.22828579
119825,1,employed,1,35885,.39267772
119826,1,employed,1,35534,.36151785
119827,1,employed,1,5870,.6493094
119828,0,unemployed,1,13956,.56346262
119829,0,student,0,22823,.85310376
119830,1,employed,0,1000000,.67632163
119831,1,employed,0,151791,.52286178
119832,1,employed,1,9915,.29275113
119833,0,employed,0,15293,0
119834,1,employed,1,26304,.85972142
119835,1,student,1,7080,.92130566
119836,1,employed,1,270510,.87729436
119837,0,student,0,0,.7347728
119838,1,employed,1,8039,.4181264
119839,1,employed,1,12993,.69145757
119840,1,employed,1,13750,.36269709
119841,1,student,0,0,.94397843
119842,0,employed,1,14913,0
119843,1,retired,1,9945,.064017534
119844,1,unemployed,1,0,.50709254
119845,1,employed,1,32192,.24499637
119846,0,employed,1,5370,.84810001
119847,1,employed,1,12578,.53963619
119848,1,employed,1,15178,.67393339
119849,1,employed,1,10261,.53440213
